,Water Control Zone,Station,Dates,Sample No,Depth,5-day Biochemical Oxygen Demand mg_L,Ammonia Nitrogen mg_L,Chlorophyll-a ug_L,Dissolved Oxygen per_saturation,Dissolved Oxygen mg_L,E. coli cfu_100mL,Faecal Coliforms cfu_100mL,Nitrate Nitrogen mg_L,Nitrite Nitrogen mg_L,Orthophosphate Phosphorus mg_L,pH,Phaeo-pigments ug_L,Salinity psu,Secchi Disc Depth M,Silica mg_L,Suspended Solids mg_L,Temperature C,Total Inorganic Nitrogen mg_L,Total Kjeldahl Nitrogen mg_L,Total Nitrogen mg_L,Total Phosphorus mg_L,Turbidity NTU,Unionised Ammonia mg_L,Volatile Suspended Solids mg_L,Image_date,Date_compare,B2,B3,B4,B5,B6,B7,B8,B11,B12,BC1,BC2,BC3,BC4,BC5,BC6
3649,Tolo Harbour and Channel,TM3,2019-02-14,1,Surface Water,1.5,0.04,1.3,99.0,7.3,1.0,1.0,0.02,0.0,0.0,8.1,1.1,31.7,3.3,1.2,7.9,21.3,0.06,0.39,0.41,0.03,0.3,0.0,2.9,2019-01-25,20 days,0.03585013865124415,0.04406140512364581,0.02804232143203149,0.02179026582389581,0.02099549759800108,0.02164660534560349,0.0200531428084008,0.0034973995695020046,0.0024670974706406785,21.818871459059913,15.6027362551693,0.0007863717912973726,0.7822095670209717,0.0010053211114410844,0.0012355840852242349
3984,Tolo Harbour and Channel,TT1,2019-01-03,1,Surface Water,0.9,0.03,2.8,80.0,6.2,22.0,28.0,0.0,0.0,0.0,8.0,2.5,32.4,3.0,0.55,2.0,17.9,0.03,0.28,0.28,0.02,0.8,0.0,1.2,2019-01-25,22 days,0.040845156613512686,0.05148676457651238,0.035931694709816886,0.0382653538957546,0.04191713158341643,0.040847234477135654,0.03172781852620346,0.04414280982429657,0.030414326006438612,21.53756344697586,19.017747703270675,0.0012910866847194828,0.8797051520651951,0.001467635697811396,0.0018500067063594572
3411,Southern,SM7,2019-04-08,1,Surface Water,0.3,0.09,2.6,79.0,5.9,1.0,1.0,0.28,0.01,0.02,7.9,0.9,30.0,3.7,1.1,11.0,24.2,0.38,0.34,0.63,0.04,0.9,0.0,2.6,2019-04-05,3 days,0.09061081539163396,0.1017316239716457,0.0724724918853936,0.05701459784020086,0.05452396616073653,0.053386463080326685,0.04924365818214239,0.027805883006744025,0.0229351007174762,8.8269998086274,5.997775846279268,0.005252262080078442,0.7998216501215256,0.00656679158319909,0.007372744292773007
1011,Mirs Bay,MM17,2019-04-12,1,Surface Water,0.1,0.01,0.2,89.0,6.3,1.0,1.0,0.0,0.0,0.01,8.2,0.2,33.1,4.2,0.31,7.0,23.4,0.02,0.13,0.13,0.02,0.3,0.0,2.0,2019-04-05,7 days,0.09191155395146183,0.10916400312093877,0.07214475871136068,0.05784191060667864,0.05661707880372633,0.056687795478685736,0.049715594386630514,0.01914897789795985,0.011239266092414397,8.540131690739393,5.885080645204933,0.005204866209520453,0.7849367746459828,0.006630936882614423,0.007875610665126351
1311,Mirs Bay,MM5,2019-04-12,1,Surface Water,0.1,0.01,0.2,96.0,6.8,1.0,3.0,0.0,0.0,0.01,8.2,0.2,33.2,4.5,0.31,8.2,23.2,0.02,0.08,0.08,0.02,0.3,0.0,2.2,2019-04-05,7 days,0.09207800623013496,0.10778176727337326,0.06890926287080021,0.05694231078347181,0.052146153986415866,0.05385778150988296,0.04373331165469418,0.030153623735164267,0.022628644728075093,8.12766491613943,5.158228197403469,0.004748486509397044,0.7483791807847359,0.006345027535931549,0.0074271621337202885
951,Mirs Bay,MM16,2019-04-18,1,Surface Water,0.5,0.01,1.1,82.0,5.8,1.0,1.0,0.0,0.0,0.02,7.9,0.4,33.3,5.2,0.36,1.1,23.0,0.01,0.06,0.06,0.02,0.2,0.0,0.8,2019-04-05,13 days,0.09425425258755482,0.10680017895924027,0.07202353202496714,0.06056961518282074,0.05917045123204346,0.05943078941385618,0.04897443398093283,0.036311045717563724,0.03417473770237996,8.10723025073646,5.512740093686005,0.0051873891653514675,0.7641409278383797,0.006788524179729097,0.0076921261095430635
831,Mirs Bay,MM14,2019-04-18,1,Surface Water,0.2,0.01,0.4,78.0,5.5,1.0,1.0,0.0,0.0,0.02,7.9,0.7,33.7,4.7,0.27,1.0,22.7,0.01,0.05,0.05,0.02,0.2,0.0,0.6,2019-04-05,13 days,0.0869176425454797,0.09335324610971078,0.06053049200687932,0.047328364472485736,0.04513445700954371,0.049764520364831505,0.0413512596878429,0.0239539565934671,0.02774738050912361,8.012320755298207,5.473597607912638,0.0036639404625948813,0.6964120313687374,0.005261167667355953,0.005650717917460087
2691,Southern,SM11,2019-04-25,1,Surface Water,2.2,0.04,28.0,101.0,7.0,1.0,1.0,0.4,0.03,0.02,8.2,4.6,26.4,2.3,1.5,14.0,26.3,0.47,0.37,0.8,0.04,1.0,0.0,3.8,2019-04-05,20 days,0.06477862001058578,0.07523809995507488,0.055177640695171205,0.04616510055906345,0.04694913628461312,0.05039692067132633,0.04456638856532581,0.023647123943739867,0.017739001288283738,13.149212471339268,10.62047787731921,0.0030445720326854136,0.851787838119342,0.0035743314196731296,0.004151460845908499
233,Deep Bay,DM4,2019-06-24,1,Surface Water,0.5,0.04,0.9,95.0,7.0,190.0,1200.0,1.2,0.04,0.03,7.7,1.4,7.3,1.5,7.7,4.3,29.3,1.28,0.48,1.72,0.06,4.8,0.0,0.9,2019-06-14,10 days,0.09982550358306519,0.12885442402218977,0.08694409741322436,0.06405151546191654,0.04837508616426419,0.05111889821375155,0.04347905539317003,0.018093915314855196,0.010659771707864843,8.724832214276216,4.363119227492612,0.007559276075000246,0.8709607694678728,0.008679238307850197,0.011203131594310184
1435,Mirs Bay,MM7,2019-08-14,1,Surface Water,0.8,0.02,1.2,97.0,6.2,1.0,1.0,0.01,0.01,0.0,8.3,0.2,31.0,4.8,0.05,4.9,30.2,0.03,0.22,0.23,0.02,0.3,0.0,0.7,2019-08-08,6 days,0.054142031899691745,0.07081867640854006,0.05056223074791019,0.03819199225707541,0.04097724125165062,0.048040508484495315,0.04038802209217411,0.02057985843147097,0.013774170934829346,17.248730054652274,13.777914467075544,0.002556539178204915,0.9338812928481552,0.0027375419100729285,0.003580750257830186
3537,Southern,ST3,2019-07-12,1,Surface Water,3.9,0.06,44.0,112.0,6.5,4.0,16.0,0.31,0.05,0.01,8.0,8.1,23.2,2.0,5.2,5.3,29.6,0.41,0.21,0.57,0.03,8.0,0.0,2.8,2019-08-08,27 days,0.06247704324204482,0.08689664638965565,0.06273479137354629,0.053164432369039755,0.051557956864148505,0.05788262878974219,0.04888710714253652,0.030647644426701922,0.020083441796234686,16.071911110425432,12.524298291872626,0.003935654048682378,1.0041254854283503,0.003919484273425712,0.005451442982315872
2696,Southern,SM11,2019-09-05,1,Surface Water,1.1,0.05,6.0,87.0,5.9,1.0,8.0,0.32,0.06,0.02,8.1,1.6,27.8,2.5,2.7,9.0,27.8,0.44,0.23,0.61,0.05,4.0,0.0,2.0,2019-09-07,2 days,0.05448907214352616,0.07564841030329572,0.04744213179448987,0.03857499729980965,0.03411588318828009,0.03750341844528897,0.0326113802139907,0.010960405755249203,0.008565599745918117,15.978844497577569,10.983742795285966,0.0022507558692057466,0.8706724105986903,0.0025850777419926347,0.003588921851652601
2306,Port Shelter,PM7,2019-09-09,1,Surface Water,0.6,0.02,0.7,91.0,5.7,1.0,1.0,0.0,0.0,0.0,8.3,0.2,29.5,4.0,0.43,5.8,30.9,0.02,0.23,0.23,0.03,1.8,0.0,1.5,2019-09-07,2 days,0.0596483248369015,0.06591372226674867,0.055999605165025376,0.045885518738214566,0.04540285220723128,0.046136668782339525,0.04262532323086451,0.041275960577868726,0.026022845407467514,15.739410488019773,11.980396246331244,0.003135955778638737,0.9388294695307379,0.0033402826396216607,0.003691142421895067
2458,Port Shelter,PT2,2019-09-09,1,Surface Water,0.9,0.02,2.4,88.0,5.5,6.0,120.0,0.01,0.0,0.0,8.2,0.6,29.2,2.6,0.73,9.8,31.6,0.04,1.5,1.52,0.02,3.1,0.0,2.4,2019-09-07,2 days,0.06831189896966894,0.08091447500994765,0.0570606489818131,0.04632006135199848,0.04383047648332577,0.05154120184817695,0.047234298499469335,0.029265589022525827,0.022483028892972472,12.227677907082308,10.121963183464306,0.0032559176622256884,0.8352958978222595,0.003897921288389359,0.004617032456090311
3508,Southern,ST1,2019-09-05,1,Surface Water,0.7,0.12,2.6,64.0,4.3,200.0,560.0,0.22,0.04,0.03,8.0,1.2,29.2,2.1,1.9,15.0,27.7,0.38,0.55,0.81,0.05,5.2,0.01,2.5,2019-09-07,2 days,0.05661954248864601,0.07607464777364596,0.049961230380051264,0.04112108616933893,0.03770522137119161,0.04409672236749467,0.03388403321276766,0.020001515711947557,0.01586858164394029,15.584770582478521,10.569693340477032,0.0024961245410885574,0.882402580170443,0.002828782006288344,0.00380078300350038
2816,Southern,SM13,2019-09-05,1,Surface Water,0.5,0.07,1.8,86.0,5.7,1.0,4.0,0.24,0.05,0.01,8.1,0.2,29.1,2.1,2.1,10.0,27.7,0.36,0.28,0.57,0.05,4.3,0.0,1.6,2019-09-07,2 days,0.06310042325254618,0.08186762848464585,0.05902935119202224,0.04999972741370575,0.04659842379466606,0.05157372637782518,0.04347652250915789,0.03168679018385286,0.026503514347737345,14.82529913875307,10.919185772756853,0.003484464302151097,0.9354826505009272,0.003724777044539795,0.004832592993078163
3116,Southern,SM20,2019-09-05,1,Surface Water,0.5,0.07,0.6,109.0,7.3,1.0,2.0,0.21,0.04,0.01,8.1,0.2,29.5,3.1,2.0,6.3,27.8,0.32,0.27,0.52,0.04,3.2,0.0,1.0,2019-09-07,2 days,0.08853110604941909,0.11176656794000896,0.07650762535474481,0.06393765207089785,0.05628691425155967,0.0643537975282736,0.048195072265157166,0.04399334126286049,0.0405661835813412,9.76141872081275,6.14909008714714,0.005853416737421992,0.8641891959650585,0.006773304693870138,0.008550994707139837
3538,Southern,ST3,2019-09-05,1,Surface Water,0.9,0.09,2.6,71.0,4.8,32.0,53.0,0.29,0.06,0.03,8.0,2.5,28.6,2.0,2.1,34.0,27.7,0.44,0.6,0.95,0.06,7.4,0.01,4.6,2019-09-07,2 days,0.04562050189536252,0.06315453277864282,0.039897259637888254,0.03105946294147432,0.02775560063511406,0.031888589143812957,0.026565351946437332,0.008083406898209093,0.004786647212837083,19.17003691784617,12.764254542062956,0.001591791326613067,0.8745467055447705,0.0018201330089300516,0.0025196927915790367
2636,Southern,SM10,2019-09-05,1,Surface Water,0.8,0.07,4.1,85.0,5.8,4.0,16.0,0.32,0.07,0.02,8.0,1.1,27.8,1.9,2.9,9.8,27.7,0.46,0.21,0.6,0.05,6.3,0.0,2.2,2019-09-07,2 days,0.06199145356650763,0.09064393802533766,0.06670483778407081,0.056799793949712456,0.051530937798043526,0.05869603791806687,0.044972831941195966,0.03111991104204183,0.026896827296651882,17.357760545667908,11.702714133310726,0.004449535383799201,1.0760328068853302,0.004135129854152649,0.006046389182089516
2876,Southern,SM17,2019-09-05,1,Surface Water,0.6,0.07,0.8,87.0,5.8,1.0,67.0,0.21,0.04,0.01,8.1,0.2,29.6,3.0,2.0,7.9,28.0,0.32,0.32,0.57,0.04,4.3,0.01,1.2,2019-09-07,2 days,0.05439919581061734,0.07008485610800268,0.043309411040756855,0.03365848629725107,0.030191132730738184,0.037554519923197846,0.028322283798747534,0.016620772950231517,0.015267717919766732,14.635154744922978,9.570691361612466,0.0018757050846972317,0.7961406486877506,0.0023559971316486445,0.003035333840913787
1796,North Western,NM6,2019-09-04,1,Surface Water,0.5,0.03,0.4,82.0,5.7,290.0,1000.0,0.91,0.2,0.04,7.8,0.2,18.2,2.0,2.7,9.8,28.4,1.14,0.44,1.55,0.06,4.8,0.0,1.8,2019-09-07,3 days,0.09669019354423868,0.13943897233139413,0.0873783905628089,0.06538546607063342,0.05610904078346809,0.06346198908016423,0.04955463590335919,0.03745403483014725,0.031976422711220615,9.346288485989705,5.300531630163839,0.007634983137346771,0.903694442630634,0.008448633495102071,0.01218395298404926
1888,North Western,NT1,2019-09-04,1,Surface Water,0.3,0.08,0.9,101.0,6.9,1800.0,7800.0,0.48,0.13,0.04,7.8,0.9,24.1,2.0,1.5,22.0,27.6,0.69,0.47,1.08,0.06,7.3,0.0,3.6,2019-09-07,3 days,0.08046229678291873,0.10239381030097107,0.0665871712258845,0.052984420435616186,0.04855877745537736,0.053588224822246344,0.04344196329339555,0.019490389178918207,0.016709666584569034,10.285033602247406,6.710032037619969,0.004433851371865262,0.8275574261263225,0.005357756733112146,0.006818114178981497
4856,Western Buffer,WM1,2019-09-11,1,Surface Water,1.2,0.03,11.0,108.0,7.1,1.0,2.0,0.17,0.04,0.0,8.4,1.9,27.8,3.4,1.3,3.9,29.3,0.24,1.1,1.31,0.02,2.7,0.0,1.4,2019-09-07,4 days,0.0895635920581539,0.10691011387005354,0.06979823010772267,0.05741056276102509,0.047485346908745514,0.053553527517488174,0.048641578707805506,0.040241916629403664,0.036104229577282855,8.701245134025385,6.063797024500436,0.004871792926170603,0.7793147695818461,0.006251380207749228,0.00746213672874483
538,Eastern Buffer,ET2,2019-09-13,1,Surface Water,0.7,0.08,9.5,80.0,5.2,370.0,1200.0,0.1,0.03,0.0,8.1,2.6,30.8,2.6,0.4,2.9,29.1,0.21,1.5,1.63,0.03,1.4,0.01,1.0,2019-09-07,6 days,0.0678082895218839,0.07456962835716413,0.051737496172545645,0.044648642686835806,0.04476543227684328,0.05512681655607344,0.044521163776659434,0.04265048511096803,0.0293189755839011,11.252261812742674,9.682799286464164,0.0026767685102041753,0.7629966267744934,0.0035082311196053357,0.0038580458617169305
236,Deep Bay,DM4,2019-09-16,1,Surface Water,0.6,0.08,1.7,71.0,4.7,26.0,110.0,0.63,0.11,0.05,8.0,1.3,20.4,1.5,3.5,8.2,31.1,0.82,0.23,0.97,0.08,7.2,0.01,1.4,2019-09-07,9 days,0.06584660069517992,0.09132834256419467,0.05767675728176604,0.04298179171928735,0.03481107296246545,0.03930820288016518,0.03174903860777273,0.016162443291516296,0.012160907422305649,13.302525992433564,7.3225755264190795,0.0033266083305397522,0.8759261172610248,0.0037978184061252594,0.0052675226470210385
176,Deep Bay,DM3,2019-09-16,1,Surface Water,0.4,0.1,2.2,70.0,4.7,300.0,970.0,0.73,0.1,0.07,7.8,3.2,18.0,1.3,4.7,18.0,31.1,0.93,0.3,1.13,0.11,9.1,0.01,2.4,2019-09-07,9 days,0.06813979265899398,0.09925136488682493,0.05988640996758371,0.04295226764438313,0.029992428194976783,0.03416551258764355,0.027259955823801404,0.00808280569123087,0.006491337404741283,12.898127437798554,5.8711548138295555,0.0035863820988055093,0.8788757293008745,0.004080647558282664,0.00594380792745464
56,Deep Bay,DM1,2019-09-16,1,Surface Water,1.1,0.25,5.1,86.0,5.9,580.0,1700.0,0.98,0.15,0.15,7.3,4.9,13.0,1.3,7.7,17.0,31.4,1.38,0.55,1.68,0.21,14.0,0.01,2.9,2019-09-07,9 days,0.08100410490154904,0.11756405126063837,0.09578836548218148,0.08021839192124283,0.04783753705222327,0.0549451245269107,0.041506856367033815,0.01022621944266931,0.00790233545838823,14.598179779529186,6.325659157862645,0.009175410961747975,1.1825124862326541,0.007759250805866547,0.011261268309719947
1436,Mirs Bay,MM7,2019-09-18,1,Surface Water,0.8,0.03,0.9,99.0,6.2,1.0,1.0,0.0,0.0,0.0,8.4,0.4,30.6,3.0,1.0,6.6,31.3,0.03,0.64,0.64,0.02,0.6,0.0,1.8,2019-09-07,11 days,0.04315137639628735,0.05292157850375701,0.03529290228664033,0.026532143713526204,0.025918565946421307,0.030125972515339904,0.026103969451677405,0.007559002856596702,0.004588389502004473,18.953877431696263,14.019006809058215,0.0012455889518143424,0.8178858992242216,0.0015229373106882074,0.0018677560989878617
1016,Mirs Bay,MM17,2019-09-18,1,Surface Water,0.1,0.02,0.5,111.0,7.0,1.0,1.0,0.0,0.0,0.0,8.3,0.2,30.7,6.5,0.87,6.8,30.6,0.02,0.44,0.44,0.02,2.7,0.0,1.9,2019-09-07,11 days,0.04028805824034687,0.05108031464856839,0.034188114272098155,0.024197493575336043,0.023047651204237546,0.02708806392143488,0.023846221198810334,0.00681694046392353,0.004160148466823487,21.06310896164168,14.69152558214866,0.0011688271574820416,0.8485917605693921,0.0013773727389219245,0.0017463396342599854
716,Mirs Bay,MM1,2019-09-18,1,Surface Water,2.0,0.06,4.6,109.0,6.9,150.0,620.0,0.0,0.0,0.0,8.3,1.7,29.9,1.9,1.4,8.2,31.3,0.06,0.57,0.57,0.03,1.1,0.01,2.6,2019-09-07,11 days,0.05574638504298562,0.0733293634239296,0.04859192141173814,0.038102532554759316,0.03949287363216706,0.0450402550582936,0.03713551114304091,0.01151573567114797,0.0069231425192313074,15.636179660637312,11.949672026797433,0.0023611748264845355,0.8716604919631878,0.002708823960997252,0.003563214664668372
1376,Mirs Bay,MM6,2019-09-18,1,Surface Water,0.4,0.09,1.5,95.0,6.0,1.0,1.0,0.0,0.0,0.0,8.3,0.9,30.8,4.0,0.65,6.8,30.3,0.09,0.65,0.65,0.02,0.3,0.01,1.7,2019-09-07,11 days,0.03861638026537498,0.04607153181196045,0.030072037947984284,0.022330030918212892,0.024132717068344432,0.0277962187184236,0.024293844955970516,0.006024819109267989,0.0033970195526870444,20.165998746712546,16.291202072248275,0.0009043274663450068,0.7787378760341269,0.0011612732527541477,0.0013854648529710398
1316,Mirs Bay,MM5,2019-09-18,1,Surface Water,0.5,0.03,0.5,95.0,6.0,1.0,1.0,0.0,0.0,0.0,8.3,0.3,31.0,5.4,0.67,5.8,30.6,0.03,0.25,0.25,0.02,0.2,0.0,1.6,2019-09-07,11 days,0.04090366861017632,0.0486253059019056,0.03704330335010505,0.025811405146169933,0.024113738094140663,0.02671657276180654,0.02305637895936271,0.009130771907127662,0.006308991588692815,22.14038587318918,13.780550891321164,0.001372206323087904,0.9056230066583596,0.0015152070044589312,0.0018012419570159425
1256,Mirs Bay,MM4,2019-09-18,1,Surface Water,0.6,0.02,0.9,98.0,6.2,1.0,1.0,0.0,0.0,0.0,8.3,0.2,30.8,4.0,0.7,6.6,30.5,0.02,0.54,0.54,0.02,0.3,0.0,1.7,2019-09-07,11 days,0.04372324757252338,0.054930600525132045,0.03700487568963084,0.0264462109758983,0.024643017406269962,0.02877710450565578,0.02566721807482207,0.008297254474440017,0.005842273808685629,19.356825086060034,13.42622671907281,0.0013693608248050314,0.8463432554558341,0.0016179733411681811,0.002032700043989282
4678,Victoria Harbour,VT12,2019-09-19,1,Surface Water,0.7,0.24,3.6,52.0,3.4,2200.0,7500.0,0.14,0.03,0.01,8.0,3.2,29.0,2.4,2.0,12.0,29.6,0.41,0.57,0.74,0.05,4.8,0.02,2.8,2019-09-07,12 days,0.05260315650189802,0.05963139713162578,0.04149183844888741,0.03177965101725765,0.0326404018742979,0.038729995001807814,0.03159428217415552,0.012365406627498654,0.007864405752680556,14.994744424771019,11.41786443300548,0.0017215726578685715,0.7887708876821927,0.002182601671478294,0.002474216296266865
4708,Victoria Harbour,VT2,2019-09-19,1,Surface Water,0.5,0.19,1.3,50.0,3.2,1700.0,5400.0,0.15,0.03,0.02,8.0,0.4,30.0,2.2,2.1,11.0,29.2,0.37,0.67,0.85,0.06,3.9,0.01,2.6,2019-09-07,12 days,0.07514928733917638,0.08673774802572376,0.05291635290810752,0.037561387250882414,0.022781147624856755,0.040797399708836855,0.04048823202359067,0.02211312809298601,0.018286398236860558,9.370012523680474,7.169338404359304,0.002800140405095379,0.704149763513745,0.003976626209632634,0.0045898452849837046
4618,Victoria Harbour,VT10,2019-09-19,1,Surface Water,0.9,0.3,2.1,50.0,3.3,4800.0,41000.0,0.16,0.04,0.03,8.0,0.4,29.3,2.3,2.1,10.0,29.6,0.5,0.62,0.82,0.06,3.8,0.02,2.6,2019-09-07,12 days,0.07351805597254218,0.08529178038730703,0.05313482734727515,0.038777650299189066,0.0336049593608413,0.03852082714968315,0.03102590902734196,0.017517476657937996,0.012317605989683334,9.830853961728186,5.740325054303664,0.002823309877224739,0.722745271816221,0.00390636921100834,0.0045319640250212675
3956,Tolo Harbour and Channel,TM8,2019-09-20,1,Surface Water,1.2,0.01,1.1,90.0,5.7,1.0,1.0,0.0,0.0,0.0,8.4,0.2,29.7,4.3,0.05,6.5,30.6,0.02,0.51,0.51,0.03,2.6,0.0,2.1,2019-09-07,13 days,0.041112543785009226,0.0543078977150305,0.03423716345053067,0.0256325918566892,0.025643972455137866,0.029776198243199496,0.025119259150703406,0.00637717988118096,0.0038153606344794233,20.255784977078644,14.86134541710338,0.0011721833611383532,0.8327668467698778,0.0014075768814344597,0.0018593483707242003
3656,Tolo Harbour and Channel,TM3,2019-09-20,1,Surface Water,2.0,0.02,2.4,93.0,5.9,34.0,110.0,0.0,0.0,0.01,8.4,0.2,27.6,2.4,0.84,8.8,31.3,0.02,0.34,0.34,0.03,3.2,0.0,3.3,2019-09-07,13 days,0.06588294118560645,0.08032931288756484,0.06200767592598134,0.05152928842207691,0.05189694919628369,0.05840461610988249,0.048634881256984806,0.03270496986635092,0.023200893362363556,14.285633241410645,11.204743058040133,0.003844951873741526,0.9411795346430019,0.0040852480660875734,0.004981034000888877
3896,Tolo Harbour and Channel,TM7,2019-09-20,1,Surface Water,1.4,0.02,1.3,91.0,5.8,1.0,1.0,0.0,0.0,0.0,8.4,0.2,29.1,3.5,0.08,9.0,30.8,0.03,0.46,0.46,0.02,2.6,0.0,3.0,2019-09-07,13 days,0.04338602073133624,0.05503517016932686,0.03633653071551287,0.02668324777166205,0.025127172271491097,0.029392709949096856,0.02482241769656511,0.006541070551262987,0.00408629451993534,19.30384497371243,13.186952459461448,0.0013203434644394102,0.8375170182239884,0.0015764974749280774,0.001999787151291223
3716,Tolo Harbour and Channel,TM4,2019-09-20,1,Surface Water,1.8,0.02,2.1,94.0,6.0,6.0,37.0,0.0,0.0,0.01,8.4,0.2,26.7,3.0,1.2,8.2,30.9,0.02,0.43,0.44,0.02,3.2,0.0,3.3,2019-09-07,13 days,0.052110303398071066,0.06583224681173103,0.04620880167533404,0.035124398194999164,0.03180952061448984,0.03816731825749907,0.0331160909038218,0.012594080233334276,0.008610237637090967,17.016784645376827,12.19528243053025,0.002135253352270354,0.8867498107302235,0.0024079546749629513,0.0030420292367649205
3836,Tolo Harbour and Channel,TM6,2019-09-20,1,Surface Water,1.5,0.02,1.5,89.0,5.7,1.0,5.0,0.0,0.0,0.01,8.4,0.2,28.9,2.5,0.29,9.4,30.7,0.02,0.27,0.27,0.05,2.5,0.0,3.3,2019-09-07,13 days,0.05581419803176768,0.06872842937986717,0.050118323051614996,0.040043943181017685,0.037845287127667056,0.04253427222069009,0.03952746108149672,0.02051299052637908,0.013747162366458631,16.088188765508562,12.688478316513036,0.002511846305506043,0.8979493537305548,0.0027973140078229467,0.00344455362649029
3776,Tolo Harbour and Channel,TM5,2019-09-20,1,Surface Water,1.5,0.02,1.2,91.0,5.8,1.0,1.0,0.0,0.0,0.01,8.4,0.2,28.3,2.5,0.4,8.6,30.8,0.02,0.37,0.37,0.03,2.7,0.0,2.8,2019-09-07,13 days,0.045084701915532564,0.058508074424109185,0.037592384499376866,0.02805887562003844,0.029930433427768837,0.03451961382147559,0.029091897802639523,0.008395917291533847,0.004953203885363196,18.494452057320363,14.31243897753543,0.00141318737234899,0.8338168580953965,0.0016948414494484928,0.00219945803006927
3596,Tolo Harbour and Channel,TM2,2019-09-20,1,Surface Water,1.9,0.02,2.3,94.0,6.0,10.0,78.0,0.0,0.0,0.01,8.4,0.4,27.1,2.5,1.1,8.8,31.2,0.03,0.33,0.33,0.02,3.5,0.0,3.4,2019-09-07,13 days,0.05534996399407907,0.06900003740023111,0.05094103641797789,0.0399378418384594,0.040935382542424646,0.045017080205412056,0.03851488006232033,0.016839572536888964,0.011077141631873854,16.627734877160602,12.571695818027933,0.0025949891913377497,0.9203445267539322,0.0028195845315561467,0.0035149334180470094
1496,Mirs Bay,MM8,2019-09-23,1,Surface Water,0.4,0.01,0.8,88.0,5.7,1.0,1.0,0.0,0.0,0.0,8.3,0.2,32.9,3.8,0.37,6.4,29.1,0.01,0.34,0.34,0.02,2.9,0.0,1.7,2019-09-07,16 days,0.07482789582585896,0.08254491533464933,0.07751197267957752,0.0651839566713753,0.044017471941226016,0.054575499996997665,0.04469863728298878,0.0473683767811803,0.0438619540019588,13.843366723693062,7.983019997642068,0.006008105908679571,1.035870003079667,0.005800057816924252,0.006398219222257378
236,Deep Bay,DM4,2019-09-16,1,Surface Water,0.6,0.08,1.7,71.0,4.7,26.0,110.0,0.63,0.11,0.05,8.0,1.3,20.4,1.5,3.5,8.2,31.1,0.82,0.23,0.97,0.08,7.2,0.01,1.4,2019-09-17,1 days,0.10785655425629039,0.13387821080234938,0.08348387030727995,0.0570012684261115,0.04314041534787672,0.05331656710224933,0.04095065102053056,0.0383356633052973,0.035071387218877086,7.176447161580496,3.52020315061427,0.0069695566014827395,0.774026862650408,0.00900428258732225,0.011176671187594021
